0, 0, 2.18
0, 0.001, 2.16351
0, 0.002, 2.14771
0, 0.003, 2.13251
0, 0.004, 2.11785
0, 0.005, 2.10367
0, 0.006, 2.08992
0, 0.007, 2.07656
0, 0.008, 2.06355
0, 0.009, 2.05087
0, 0.01, 2.03849
0, 0.011, 2.02638
0, 0.012, 2.01453
0, 0.013, 2.00292
0, 0.014, 1.99153
0, 0.015, 1.98035
0, 0.016, 1.96937
0, 0.017, 1.95857
0, 0.018, 1.94795
0, 0.019, 1.93749
0, 0.02, 1.9272
0, 0.021, 1.91705
0, 0.022, 1.90704
0, 0.023, 1.89717
0, 0.024, 1.88742
0, 0.025, 1.8778
0, 0.026, 1.8683
0, 0.027, 1.85891
0, 0.028, 1.84963
0, 0.029, 1.84046
0, 0.03, 1.83138
0, 0.031, 1.82241
0, 0.032, 1.81352
0, 0.033, 1.80472
0, 0.034, 1.79602
0, 0.035, 1.78739
0, 0.036, 1.77884
0, 0.037, 1.77038
0, 0.038, 1.76199
0, 0.039, 1.75367
0, 0.04, 1.74542
0, 0.041, 1.73724
0, 0.042, 1.72913
0, 0.043, 1.72108
0, 0.044, 1.7131
0, 0.045, 1.70518
0, 0.046, 1.69732
0, 0.047, 1.68951
0, 0.048, 1.68176
0, 0.049, 1.67407
0, 0.05, 1.66643
0, 0.051, 1.65885
0, 0.052, 1.65131
0, 0.053, 1.64382
0, 0.054, 1.63639
0, 0.055, 1.629
0, 0.056, 1.62165
0, 0.057, 1.61436
0, 0.058, 1.6071
0, 0.059, 1.59989
0, 0.06, 1.59272
0, 0.061, 1.5856
0, 0.062, 1.57851
0, 0.063, 1.57146
0, 0.064, 1.56446
0, 0.065, 1.55749
0, 0.066, 1.55055
0, 0.067, 1.54366
0, 0.068, 1.5368
0, 0.069, 1.52997
0, 0.07, 1.52318
0, 0.071, 1.51643
0, 0.072, 1.50971
0, 0.073, 1.50302
0, 0.074, 1.49636
0, 0.075, 1.48973
0, 0.076, 1.48314
0, 0.077, 1.47657
0, 0.078, 1.47004
0, 0.079, 1.46353
0, 0.08, 1.45705
0, 0.081, 1.45061
0, 0.082, 1.44419
0, 0.083, 1.43779
0, 0.084, 1.43143
0, 0.085, 1.42509
0, 0.086, 1.41877
0, 0.087, 1.41249
0, 0.088, 1.40622
0, 0.089, 1.39999
0, 0.09, 1.39377
0, 0.091, 1.38759
0, 0.092, 1.38142
0, 0.093, 1.37528
0, 0.094, 1.36916
0, 0.095, 1.36307
0, 0.096, 1.357
0, 0.097, 1.35095
0, 0.098, 1.34492
0, 0.099, 1.33891
0, 0.1, 1.33293
0, 0.101, 1.32696
0, 0.102, 1.32102
0, 0.103, 1.31509
0, 0.104, 1.30919
0, 0.105, 1.30331
0, 0.106, 1.29744
0, 0.107, 1.2916
0, 0.108, 1.28578
0, 0.109, 1.27997
0, 0.11, 1.27418
0, 0.111, 1.26841
0, 0.112, 1.26266
0, 0.113, 1.25693
0, 0.114, 1.25121
0, 0.115, 1.24552
0, 0.116, 1.23984
0, 0.117, 1.23417
0, 0.118, 1.22853
0, 0.119, 1.2229
0, 0.12, 1.21728
0, 0.121, 1.21169
0, 0.122, 1.20611
0, 0.123, 1.20054
0, 0.124, 1.19499
0, 0.125, 1.18946
0, 0.126, 1.18394
0, 0.127, 1.17844
0, 0.128, 1.17295
0, 0.129, 1.16748
0, 0.13, 1.16202
0, 0.131, 1.15658
0, 0.132, 1.15115
0, 0.133, 1.14573
0, 0.134, 1.14033
0, 0.135, 1.13495
0, 0.136, 1.12958
0, 0.137, 1.12422
0, 0.138, 1.11887
0, 0.139, 1.11354
0, 0.14, 1.10822
0, 0.141, 1.10292
0, 0.142, 1.09762
0, 0.143, 1.09234
0, 0.144, 
