1720.59, 1.81228
860.297, 1.81228
430.294, 1.81228
287.024, 1.81228
215.402, 1.81228
172.479, 1.81228
143.885, 1.81228
123.472, 1.81228
108.186, 1.81228
96.3116, 1.81228
86.8335, 1.81228
79.0979, 1.81228
72.661, 1.81228
67.2284, 1.81228
62.5855, 1.81228
58.5748, 1.81228
55.0757, 1.81228
51.9987, 1.81228
49.2759, 1.81228
46.8499, 1.81228
44.6766, 1.81228
42.7204, 1.81228
40.952, 1.81228
39.3473, 1.81228
37.8861, 1.81228
36.5506, 1.81228
35.3285, 1.81228
34.2066, 1.81228
33.1728, 1.81228
32.2209, 1.81228
31.3421, 1.81228
30.5297, 1.81228
29.7778, 1.81228
29.0807, 1.81228
28.4351, 1.81228
27.8371, 1.81228
27.2823, 1.81228
26.7678, 1.81228
26.2914, 1.81228
25.8505, 1.81228
25.4424, 1.81228
25.0662, 1.81228
24.7202, 1.81228
24.4023, 1.81228
24.1116, 1.81228
23.8466, 1.81228
23.6069, 1.81228
23.3914, 1.81228
23.1992, 1.81228
23.0309, 1.81228
22.8844, 1.81228
22.76, 1.81228
22.6583, 1.81228
22.5784, 1.81228
22.5201, 1.81228
22.4839, 1.81228
22.47, 1.81228
22.4787, 1.81228
22.5105, 1.81228
22.566, 1.81228
22.6458, 1.81228
22.751, 1.81228
22.8827, 1.81228
23.0417, 1.81228
23.2296, 1.81228
23.4482, 1.81228
23.6996, 1.81228
23.9858, 1.81228
24.3091, 1.81228
24.6723, 1.81228
25.0791, 1.81228
25.5332, 1.81228
26.0392, 1.81228
26.6023, 1.81228
27.2275, 1.81228
27.9231, 1.81228
28.6966, 1.81228
29.5573, 1.81228
30.5172, 1.81228
31.5893, 1.81228
32.7901, 1.81228
34.1397, 1.81228
35.664, 1.81228
37.3899, 1.81228
39.3558, 1.81228
41.6105, 1.81228
44.2158, 1.81228
47.2498, 1.81228
50.8218, 1.81228
55.0757, 1.81228
60.2175, 1.81228
66.5433, 1.81228
74.4889, 1.81228
84.764, 1.81228
98.5251, 1.81228
117.849, 1.81228
146.907, 1.81228
195.492, 1.81228
292.833, 1.81228
585.128, 1.81228
2336.22, 1.81228
0.0768836, 1.81228
0.0768628, 1.81228
106.44, 1.81228
71.0117, 1.81228
53.3138, 1.81228
42.7075, 1.81228
35.648, 1.81228
30.6141, 1.81228
26.8463, 1.81228
23.9227, 1.81228
21.5906, 1.81228
19.6883, 1.81228
18.1079, 1.81228
16.7759, 1.81228
15.6391, 1.81228
14.658, 1.81228
13.8034, 1.81228
13.0534, 1.81228
12.3905, 1.81228
11.8008, 1.81228
11.2735, 1.81228
10.7997, 1.81228
10.372, 1.81228
9.9847, 1.81228
9.63262, 1.81228
9.31159, 1.81228
9.01817, 1.81228
8.74922, 1.81228
8.50221, 1.81228
8.27499, 1.81228
8.06562, 1.81228
7.87243, 1.81228
7.69399, 1.81228
7.52902, 1.81228
7.37644, 1.81228
7.23522, 1.81228
7.10462, 1.81228
6.98377, 1.81228
6.87205, 1.81228
6.76888, 1.81228
6.67369, 1.81228
6.58611, 1.81228
6.50565, 1.81228
6.43196, 1.81228
6.36477, 1.81228
6.30379, 1.81228
6.24881, 1.81228
6.19958, 1.81228
6.156, 1.81228
6.1179, 1.81228
6.08515, 1.81228
6.05774, 1.81228
6.03557, 1.81228
6.01862, 1.81228
6.00695, 1.81228
6.00058, 1.81228
5.99951, 1.81228
6.00386, 1.81228
6.01385, 1.81228
6.02954, 1.81228
6.05112, 1.81228
6.07885, 1.81228
6.11306, 1.81228
6.15401, 1.81228
6.20203, 1.81228
6.25766, 1.81228
6.32135, 1.81228
6.39363, 1.81228
6.47521, 1.81228
6.56681, 1.81228
6.66928, 1.81228
6.78366, 1.81228
6.91107, 1.81228
7.05283, 1.81228
7.21051, 1.81228
7.38589, 1.81228
7.58111, 1.81228
7.79861, 1.81228
8.04138, 1.81228
8.31292, 1.81228
8.61741, 1.81228
8.9601, 1.81228
9.34714, 1.81228
9.7864, 1.81228
10.2876, 1.81228
10.863, 1.81228
11.5284, 1.81228
12.3046, 1.81228
13.2193, 1.81228
14.3099, 1.81228
15.6295, 1.81228
17.2544, 1.81228
19.2988, 1.81228
21.9426, 1.81228
25.4852, 1.81228
30.4661, 1.81228
37.9641, 1.81228
50.4953, 1.81228
75.608, 1.81228
151.055, 1.81228
603.717, 1.81228
0.0504883, 1.81228
0.0504677, 1.81228
46.2963, 1.81228
30.8994, 1.81228
23.2114, 1.81228
18.6067, 1.81228
15.5438, 1.81228
13.3619, 1.81228
11.7305, 1.81228
10.4662, 1.81228
9.45887, 1.81228
8.63828, 1.81228
7.9578, 1.81228
7.38504, 1.81228
6.89692, 1.81228
6.47649, 1.81228
6.11097, 1.81228
5.79072, 1.81228
5.50819, 1.81228
5.25737, 1.81228
5.03348, 1.81228
4.83269, 1.81228
4.65185, 1.81228
4.48833, 1.81228
4.33994, 1.81228
4.20491, 1.81228
4.08169, 1.81228
3.96895, 1.81228
3.86558, 1.81228
3.77061, 1.81228
3.6832, 1.81228
3.60267, 1.81228
3.52837, 1.81228
3.45973, 1.81228
3.39629, 1.81228
3.33764, 1.81228
3.28338, 1.81228
3.23319, 1.81228
3.18679, 1.81228
3.14392, 1.81228
3.10435, 1.81228
3.06788, 1.81228
3.03433, 1.81228
3.00356, 1.81228
2.97541, 1.81228
2.9498, 1.81228
2.9266, 1.81228
2.90573, 1.81228
2.88711, 1.81228
2.87071, 1.81228
2.85644, 1.81228
2.84431, 1.81228
2.83427, 1.81228
2.82631, 1.81228
2.82046, 1.81228
2.8167, 1.81228
2.81508, 1.81228
2.81562, 1.81228
2.81838, 1.81228
2.82344, 1.81228
2.83087, 1.81228
2.84075, 1.81228
2.85323, 1.81228
2.86843, 1.81228
2.8865, 1.81228
2.90764, 1.81228
2.93205, 1.81228
2.95997, 1.81228
2.99168, 1.81228
3.02752, 1.81228
3.06783, 1.81228
3.11306, 1.81228
3.16367, 1.81228
3.22027, 1.81228
3.2835, 1.81228
3.35412, 1.81228
3.43305, 1.81228
3.52138, 1.81228
3.62034, 1.81228
3.73144, 1.81228
3.85655, 1.81228
3.99784, 1.81228
4.15801, 1.81228
4.3404, 1.81228
4.54923, 1.81228
4.78977, 1.81228
5.06879, 1.81228
5.39529, 1.81228
5.78112, 1.81228
6.24247, nan
6.80211, nan
7.49282, 1.81228
8.3637, 1.81228
9.49208, 1.81228
11.0069, 1.81228
13.1399, 1.81228
16.3546, 1.81228
21.7336, 1.81228
26.0376, 1.81228
