1693.14, -3.62646e-317
847.696, -3.65409e-317
423.848, -3.65405e-317
282.565, -6.95178e-310
212.03, -0
169.697, -3.65371e-317
141.471, -3.65405e-317
121.319, -1.58101e-322
106.218, -3.65385e-317
94.489, -0
85.1153, -6.91515e-315
77.443, -0
71.0592, 1.58898e-082
65.6648, -2.52962e-321
61.0461, -3.65409e-317
57.0499, -6.95178e-310
53.556, -0
50.4813, -3.65376e-317
47.7513, -3.6541e-317
45.3142, -1.58101e-322
43.1256, -3.1678e-310
41.1492, -3.65835e-317
39.3583, -0
37.7267, -3.65386e-317
36.2364, -1.50967e-317
34.8699, -3.65384e-317
33.6116, -0
32.4516, -3.65378e-317
31.3799, -8.28905e-317
30.3861, -3.65369e-317
29.4629, -3.11522e-307
28.6038, -3.11522e-307
27.803, -3.7549e-322
27.0557, -3.65386e-317
26.3572, -3.65374e-317
25.7033, -0
25.0909, -0
24.5165, -0
23.9777, -0
23.472, -3.65378e-317
22.9972, -0
22.5512, -0
22.1317, -0
21.7388, -6.95178e-310
21.3695, -3.65386e-317
21.023, -0
20.699, -3.65419e-317
20.3957, -0
20.1121, -3.65386e-317
19.8478, -6.95178e-310
19.6025, -0
19.3752, -6.95178e-310
19.1652, -3.1678e-310
18.9727, -3.65385e-317
18.7976, -4.94066e-324
18.6389, -6.95178e-310
18.4967, -4.94066e-324
18.3718, -3.65658e-317
18.2632, -3.65748e-317
18.1715, -3.65386e-317
18.0968, -3.65405e-317
18.0399, -0
18.0009, -3.1678e-310
17.9803, -6.95178e-310
17.9793, -0
17.9978, -4.94066e-324
18.0379, -4.94066e-324
18.1002, -5.19312e-317
18.1858, -4.94066e-324
18.2971, -3.29435e-318
18.4356, -6.95178e-310
18.6037, -5.19312e-317
18.8035, -6.95178e-310
19.0382, -5.19282e-317
19.312, -0
19.6282, -5.19371e-317
19.9918, -1.24611e-306
20.4087, -0
20.8861, -5.20481e-317
21.4314, -5.19701e-317
22.0547, -3.6541e-317
22.7685, -5.18571e-317
23.5872, -0
24.5288, -3.27627e-310
25.6159, -3.50787e-322
26.8786, -3.27627e-310
28.3528, -0
30.0867, -5.18767e-317
32.1468, -0
34.6215, -3.27627e-310
37.6331, -0
41.3618, -0
46.0784, -3.65415e-317
52.2033, -0
60.4405, -1.48623e-313
72.0566, -2.122e-314
89.589, -2.122e-314
118.961, -4.94066e-324
177.901, -5.20482e-317
355.157, -2.93512e-318
1417.86, -5.21647e-317
0.522364, -5.19312e-317
0.185336, -6.95178e-310
0.286664, -1.5117e-317
58.2852, -3.93276e-320
43.8051, -5.19312e-317
35.1355, 2.36494e+103
29.3732, -5.19282e-317
25.2712, -8.69382e-311
22.2066, -2.12235e-314
19.8333, -2.69556e-314
17.9436, -0
16.4056, -5.20481e-317
15.131, -5.19701e-317
14.0587, -3.65423e-317
13.1452, -0
12.3583, -0
11.6743, -3.27627e-310
11.0748, -4.94066e-323
10.5454, -3.27627e-310
10.0749, -0
9.65446, -5.18767e-317
9.27652, -0
8.93527, -3.27627e-310
8.62576, -0
8.34386, -0
8.08617, -3.65429e-317
7.84972, -8.48798e-314
7.63219, -1.48623e-313
7.43133, -2.122e-314
7.24535, -2.122e-314
7.07273, nan
6.912, -2.122e-313
6.76212, -2.93512e-318
6.62197, -5.21647e-317
6.49059, -3.45846e-323
6.36722, -6.95178e-310
6.25118, -1.5117e-317
6.14181, -3.93276e-320
6.03849, -4.44659e-323
5.94081, nan
5.84833, -3.65416e-317
5.76054, -3.93276e-320
5.67714, -2.65249e-315
5.59784, 2.36494e+103
5.52231, -6.79039e-313
5.45028, -8.69382e-311
5.38154, -2.12242e-314
5.31584, -3.31869e-314
5.25303, -0
5.19293, 9.46547e-230
5.13536, -1.9098e-313
5.08016, -0
5.02722, -6.95178e-310
4.97647, -6.95178e-310
4.92774, -1.97626e-323
4.88095, -2.02369e-320
4.83605, -6.79039e-313
4.79296, -6.47582e-319
4.75157, -6.95166e-310
4.71188, -3.65446e-317
4.67383, -4.94066e-324
4.63736, -2.47033e-323
4.6025, -3.65446e-317
4.56917, nan
4.5374, nan
4.50717, nan
4.47852, -2.049e-311
4.45147, -6.95178e-310
4.42604, -7.29112e-304
4.40231, -8.41856e-318
4.38033, -3.27627e-310
4.36023, nan
4.34209, -6.95178e-310
4.32607, nan
4.31234, -3.65429e-317
4.30115, -3.6543e-317
4.29277, -2.65249e-315
4.28752, -3.65429e-317
4.28582, -0
4.28819, -6.80565e+038
4.29526, 4.65744e-010
4.30784, -6.95178e-310
4.32699, -2.02369e-320
4.35397, -0
4.39047, -4.44659e-323
4.43871, -0
4.50159, -6.95178e-310
4.58305, -6.95178e-310
4.68847, -6.32404e-322
4.82538, -2.18559e-318
5.00456, -6.79039e-313
5.24193, -8.28905e-317
5.56175, 9.25596e+061
6.00262, -1.50196e-321
6.62949, -3.65756e-317
7.56, -3.65733e-317
9.03, -1.87745e-322
11.5898, -3.65485e-317
16.8892, -6.95178e-310
33.172, -8.69915e-315
131.438, -8.69907e-315
0.372822, -4.44659e-323
0.369369, -6.95178e-310
15.1569, -6.95178e-310
10.3714, -4.44659e-323
8.04951, -0
6.70684, -8.69905e-315
5.84811, -3.65485e-317
5.26126, -8.69908e-315
4.84055, -3.65463e-317
4.52759, -4.94066e-324
4.28765, -8.69904e-315
4.09899, -8.69904e-315
3.94741, -0
3.82326, -8.69906e-315
3.7198, -3.65748e-317
3.63228, -1.80078e-316
3.55718, -3.65756e-317
3.49194, -1.23076e-312
3.43462, -4.24399e-313
3.38368, -6.95178e-310
3.33802, -3.65463e-317
3.29671, -3.65448e-317
3.25903, -3.65478e-317
3.22444, -6.95178e-310
3.19244, -0
3.16267, -0
3.13483, -0
3.10865, -1.061e-313
3.08393, -6.95178e-310
3.06048, -6.95178e-310
3.03816, -6.95178e-310
3.01685, -6.95178e-310
2.99642, -6.95178e-310
2.9768, -6.95178e-310
2.9579, -6.95178e-310
2.93964, -6.95178e-310
2.92199, -6.95178e-310
2.90488, -6.95178e-310
2.88825, -6.95178e-310
2.87209, -6.95178e-310
2.85635, -6.95178e-310
2.84099, -6.95178e-310
2.826, -6.95178e-310
2.81134, -6.95178e-310
2.797, -6.95178e-310
2.78296, -6.95178e-310
2.7692, -6.95178e-310
2.75569, -6.95178e-310
2.74244, -6.95178e-310
2.72943, -6.95178e-310
2.71663, -6.95178e-310
2.70406, -6.95178e-310
2.69168, -6.95178e-310
2.67951, -6.95178e-310
2.66751, -6.95178e-310
2.65571, -6.95178e-310
2.64408, -6.95178e-310
2.63261, -6.95178e-310
2.62131, -6.95178e-310
2.61018, -6.95178e-310
2.59919, -6.95178e-310
2.58836, -6.95178e-310
2.57768, -6.95178e-310
2.56715, -6.95178e-310
2.55676, -6.95178e-310
2.54651, -6.95178e-310
2.53642, -6.95178e-310
2.52646, -6.95178e-310
2.51665, -6.95178e-310
2.50699, -6.95178e-310
2.49747, -6.95178e-310
2.48811, -6.95178e-310
2.4789, -6.95178e-310
2.46985, -6.95178e-310
2.46098, -6.95178e-310
2.45229, -6.95178e-310
2.44379, -6.95178e-310
2.4355, -6.95178e-310
2.42743, -6.95178e-310
2.41963, -6.95178e-310
2.41211, -6.95178e-310
2.40493, -6.95178e-310
2.39813, -6.95178e-310
2.39178, -6.95178e-310
2.38599, -6.95178e-310
2.38088, -6.95178e-310
2.37662, -6.95178e-310
2.37346, -6.95178e-310
2.37175, -6.95178e-310
2.37201, -6.95178e-310
2.375, -6.95178e-310
2.38198, -6.95178e-310
2.39496, -6.95178e-310
2.41748, -1.19366e-320
2.45617, -2.122e-314
2.52451, -2.07779e-317
2.65337, -6.95178e-310
2.92531, -6.95178e-310
3.13377, -6.95178e-310
